Baud rate 2400, low carrier filter 1, 2dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
 1600.0000, 0.1390462566, 1.01614, 0.97762
 1608.0000, 0.1474786414, 1.01712, 0.97797
 1616.0000, 0.1562942699, 1.01816, 0.97840
 1624.0000, 0.1655038976, 1.01924, 0.97891
 1632.0000, 0.1751182868, 1.02037, 0.97951
 1640.0000, 0.1851481931, 1.02154, 0.98019
 1648.0000, 0.1956043508, 1.02278, 0.98096
 1656.0000, 0.2064974588, 1.02406, 0.98181
 1664.0000, 0.2178381649, 1.02540, 0.98276
 1672.0000, 0.2296370515, 1.02679, 0.98379
 1680.0000, 0.2419046192, 1.02824, 0.98492
 1688.0000, 0.2546512719, 1.02975, 0.98615
 1696.0000, 0.2678872997, 1.03132, 0.98747
 1704.0000, 0.2816228636, 1.03295, 0.98889
 1712.0000, 0.2958679789, 1.03465, 0.99041
 1720.0000, 0.3106324984, 1.03641, 0.99203
 1728.0000, 0.3259260960, 1.03824, 0.99376
 1736.0000, 0.3417582499, 1.04013, 0.99558
 1744.0000, 0.3581382263, 1.04209, 0.99752
 1752.0000, 0.3750750620, 1.04413, 0.99956
 1760.0000, 0.3925775483, 1.04623, 1.00171
 1768.0000, 0.4106542145, 1.04841, 1.00396
 1776.0000, 0.4293133111, 1.05067, 1.00633
 1784.0000, 0.4485627935, 1.05300, 1.00881
 1792.0000, 0.4684103066, 1.05541, 1.01141
 1800.0000, 0.4888631684, 1.05790, 1.01411
 1808.0000, 0.5099283546, 1.06047, 1.01694
 1816.0000, 0.5316124837, 1.06312, 1.01988
 1824.0000, 0.5539218022, 1.06585, 1.02293
 1832.0000, 0.5768621697, 1.06867, 1.02611
 1840.0000, 0.6004390459, 1.07157, 1.02940
 1848.0000, 0.6246574764, 1.07457, 1.03281
 1856.0000, 0.6495220802, 1.07765, 1.03635
 1864.0000, 0.6750370375, 1.08082, 1.04000
 1872.0000, 0.7012060777, 1.08408, 1.04378
 1880.0000, 0.7280324686, 1.08743, 1.04768
 1888.0000, 0.7555190059, 1.09088, 1.05170
 1896.0000, 0.7836680036, 1.09442, 1.05585
 1904.0000, 0.8124812850, 1.09805, 1.06012
 1912.0000, 0.8419601748, 1.10179, 1.06452
 1920.0000, 0.8721054912, 1.10562, 1.06904
 1928.0000, 0.9029175397, 1.10955, 1.07369
 1936.0000, 0.9343961072, 1.11358, 1.07846
 1944.0000, 0.9665404573, 1.11770, 1.08336
 1952.0000, 0.9993493260, 1.12193, 1.08839
 1960.0000, 1.0328209183, 1.12627, 1.09354
 1968.0000, 1.0669529065, 1.13070, 1.09882
 1976.0000, 1.1017424282, 1.13524, 1.10422
 1984.0000, 1.1371860861, 1.13988, 1.10975
 1992.0000, 1.1732799479, 1.14463, 1.11540
 2000.0000, 1.2100195481, 1.14948, 1.12119
 2008.0000, 1.2473998895, 1.15444, 1.12709
 2016.0000, 1.2854154464, 1.15950, 1.13312
 2024.0000, 1.3240601687, 1.16467, 1.13928
 2032.0000, 1.3633274857, 1.16995, 1.14556
 2040.0000, 1.4032103124, 1.17533, 1.15196
 2048.0000, 1.4437010553, 1.18082, 1.15849
 2056.0000, 1.4847916195, 1.18642, 1.16513
 2064.0000, 1.5264734167, 1.19213, 1.17190
 2072.0000, 1.5687373734, 1.19794, 1.17879
 2080.0000, 1.6115739400, 1.20387, 1.18580
 2088.0000, 1.6549731014, 1.20990, 1.19293
 2096.0000, 1.6989243867, 1.21604, 1.20018
 2104.0000, 1.7434168806, 1.22228, 1.20754
 2112.0000, 1.7884392354, 1.22863, 1.21502
 2120.0000, 1.8339796827, 1.23509, 1.22261
 2128.0000, 1.8800260464, 1.24166, 1.23032
 2136.0000, 1.9265657559, 1.24833, 1.23813
 2144.0000, 1.9735858594, 1.25510, 1.24606
 2152.0000, 2.0210730383, 1.26198, 1.25410
 2160.0000, 2.0690136209, 1.26897, 1.26224
 2168.0000, 2.1173935973, 1.27606, 1.27049
 2176.0000, 2.1661986346, 1.28325, 1.27885
 2184.0000, 2.2154140910, 1.29054, 1.28730
 2192.0000, 2.2650250321, 1.29793, 1.29586
 2200.0000, 2.3150162453, 1.30542, 1.30451
 2208.0000, 2.3653722559, 1.31301, 1.31327
 2216.0000, 2.4160773424, 1.32070, 1.32211
 2224.0000, 2.4671155518, 1.32848, 1.33105
 2232.0000, 2.5184707157, 1.33636, 1.34008
 2240.0000, 2.5701264650, 1.34433, 1.34920
 2248.0000, 2.6220662457, 1.35239, 1.35840
 2256.0000, 2.6742733345, 1.36055, 1.36769
 2264.0000, 2.7267308529, 1.36879, 1.37706
 2272.0000, 2.7794217832, 1.37712, 1.38651
 2280.0000, 2.8323289827, 1.38553, 1.39603
 2288.0000, 2.8854351979, 1.39403, 1.40563
 2296.0000, 2.9387230796, 1.40261, 1.41529
 2304.0000, 2.9921751957, 1.41127, 1.42503
 2312.0000, 3.0457740461, 1.42000, 1.43483
 2320.0000, 3.0995020747, 1.42881, 1.44470
 2328.0000, 3.1533416833, 1.43770, 1.45462
 2336.0000, 3.2072752441, 1.44665, 1.46461
 2344.0000, 3.2612851113, 1.45567, 1.47464
 2352.0000, 3.3153536336, 1.46476, 1.48473
 2360.0000, 3.3694631654, 1.47392, 1.49487
 2368.0000, 3.4235960775, 1.48313, 1.50505
 2376.0000, 3.4777347681, 1.49241, 1.51527
 2384.0000, 3.5318616730, 1.50173, 1.52553
 2392.0000, 3.5859592747, 1.51112, 1.53582
 2400.0000, 3.6400101123, 1.52055, 1.54615
 2408.0000, 3.6939967901, 1.53003, 1.55650
 2416.0000, 3.7479019857, 1.53955, 1.56688
 2424.0000, 3.8017084584, 1.54912, 1.57728
 2432.0000, 3.8553990562, 1.55873, 1.58770
 2440.0000, 3.9089567231, 1.56837, 1.59813
 2448.0000, 3.9623645055, 1.57804, 1.60857
 2456.0000, 4.0156055583, 1.58774, 1.61902
 2464.0000, 4.0686631507, 1.59747, 1.62947
 2472.0000, 4.1215206712, 1.60722, 1.63992
 2480.0000, 4.1741616326, 1.61699, 1.65036
 2488.0000, 4.2265696764, 1.62678, 1.66080
 2496.0000, 4.2787285763, 1.63658, 1.67122
 2504.0000, 4.3306222424, 1.64638, 1.68163
 2512.0000, 4.3822347238, 1.65620, 1.69202
 2520.0000, 4.4335502113, 1.66601, 1.70238
 2528.0000, 4.4845530403, 1.67582, 1.71272
 2536.0000, 4.5352276921, 1.68563, 1.72302
 2544.0000, 4.5855587958, 1.69542, 1.73329
 2552.0000, 4.6355311296, 1.70520, 1.74351
 2560.0000, 4.6851296213, 1.71497, 1.75369
 2568.0000, 4.7343393494, 1.72471, 1.76382
 2576.0000, 4.7831455427, 1.73443, 1.77390
 2584.0000, 4.8315335806, 1.74412, 1.78392
 2592.0000, 4.8794889925, 1.75378, 1.79388
 2600.0000, 4.9269974570, 1.76340, 1.80377
 2608.0000, 4.9740448011, 1.77297, 1.81359
 2616.0000, 5.0206169987, 1.78251, 1.82334
 2624.0000, 5.0667001689, 1.79199, 1.83301
 2632.0000, 5.1122805745, 1.80142, 1.84260
 2640.0000, 5.1573446199, 1.81079, 1.85209
 2648.0000, 5.2018788482, 1.82009, 1.86150
 2656.0000, 5.2458699393, 1.82934, 1.87081
 2664.0000, 5.2893047070, 1.83851, 1.88002
 2672.0000, 5.3321700955, 1.84760, 1.88912
 2680.0000, 5.3744531767, 1.85662, 1.89812
 2688.0000, 5.4161411467, 1.86555, 1.90700
 2696.0000, 5.4572213219, 1.87439, 1.91577
 2704.0000, 5.4976811358, 1.88315, 1.92441
 2712.0000, 5.5375081342, 1.89180, 1.93292
 2720.0000, 5.5766899720, 1.90035, 1.94130
 2728.0000, 5.6152144082, 1.90880, 1.94955
 2736.0000, 5.6530693016, 1.91714, 1.95766
 2744.0000, 5.6902426067, 1.92536, 1.96562
 2752.0000, 5.7267223681, 1.93346, 1.97344
 2760.0000, 5.7624967164, 1.94144, 1.98110
 2768.0000, 5.7975538627, 1.94930, 1.98861
 2776.0000, 5.8318820938, 1.95701, 1.99595
 2784.0000, 5.8654697665, 1.96460, 2.00313
 2792.0000, 5.8983053025, 1.97204, 2.01013
 2800.0000, 5.9303771829, 1.97933, 2.01697
 2808.0000, 5.9616739424, 1.98648, 2.02362
 2816.0000, 5.9921841637, 1.99347, 2.03010
 2824.0000, 6.0218964715, 2.00030, 2.03638
 2832.0000, 6.0507995267, 2.00697, 2.04248
 2840.0000, 6.0788820200, 2.01347, 2.04838
 2848.0000, 6.1061326662, 2.01979, 2.05408
 2856.0000, 6.1325401973, 2.02594, 2.05958
 2864.0000, 6.1580933566, 2.03191, 2.06487
 2872.0000, 6.1827808920, 2.03769, 2.06995
 2880.0000, 6.2065915491, 2.04329, 2.07481
 2888.0000, 6.2295140650, 2.04869, 2.07946
 2896.0000, 6.2515371610, 2.05389, 2.08388
 2904.0000, 6.2726495356, 2.05889, 2.08808
 2912.0000, 6.2928398577, 2.06368, 2.09205
 2920.0000, 6.3120967593, 2.06826, 2.09578
 2928.0000, 6.3304088278, 2.07262, 2.09928
 2936.0000, 6.3477645991, 2.07677, 2.10253
 2944.0000, 6.3641525496, 2.08069, 2.10554
 2952.0000, 6.3795610882, 2.08439, 2.10830
 2960.0000, 6.3939785491, 2.08785, 2.11081
 2968.0000, 6.4073931831, 2.09108, 2.11307
 2976.0000, 6.4197931495, 2.09406, 2.11507
 2984.0000, 6.4311665081, 2.09681, 2.11680
 2992.0000, 6.4415012098, 2.09930, 2.11827
 3000.0000, 6.4507850888, 2.10155, 2.11947
 3008.0000, 6.4590058527, 2.10354, 2.12040
 3016.0000, 6.4661510741, 2.10527, 2.12106
 3024.0000, 6.4722081806, 2.10674, 2.12144
 3032.0000, 6.4771644455, 2.10794, 2.12154
 3040.0000, 6.4810069777, 2.10887, 2.12136
 3048.0000, 6.4837227116, 2.10953, 2.12089
 3056.0000, 6.4852983967, 2.10991, 2.12013
 3064.0000, 6.4857205869, 2.11002, 2.11909
 3072.0000, 6.4849756292, 2.10984, 2.11775
 3080.0000, 6.4830496528, 2.10937, 2.11611
 3088.0000, 6.4799285567, 2.10861, 2.11417
 3096.0000, 6.4755979983, 2.10756, 2.11194
 3104.0000, 6.4700433804, 2.10621, 2.10940
 3112.0000, 6.4632498382, 2.10457, 2.10656
 3120.0000, 6.4552022265, 2.10262, 2.10341
 3128.0000, 6.4458851053, 2.10036, 2.09995
 3136.0000, 6.4352827257, 2.09780, 2.09618
 3144.0000, 6.4233790149, 2.09493, 2.09210
 3152.0000, 6.4101575609, 2.09174, 2.08770
 3160.0000, 6.3956015961, 2.08824, 2.08299
 3168.0000, 6.3796939811, 2.08442, 2.07796
 3176.0000, 6.3624171869, 2.08028, 2.07261
 3184.0000, 6.3437532770, 2.07581, 2.06693
 3192.0000, 6.3236838883, 2.07102, 2.06094
 3200.0000, 6.3021902117, 2.06590, 2.05463
 3208.0000, 6.2792529712, 2.06045, 2.04799
 3216.0000, 6.2548524026, 2.05467, 2.04102
 3224.0000, 6.2289682310, 2.04856, 2.03373
 3232.0000, 6.2015796468, 2.04211, 2.02611
 3240.0000, 6.1726652815, 2.03532, 2.01817
 3248.0000, 6.1422031818, 2.02820, 2.00989
 3256.0000, 6.1101707818, 2.02073, 2.00129
 3264.0000, 6.0765448751, 2.01292, 1.99236
 3272.0000, 6.0413015844, 2.00477, 1.98310
 3280.0000, 6.0044163298, 1.99628, 1.97351
 3288.0000, 5.9658637959, 1.98744, 1.96358
 3296.0000, 5.9256178963, 1.97825, 1.95333
 3304.0000, 5.8836517368, 1.96871, 1.94275
 3312.0000, 5.8399375763, 1.95883, 1.93184
 3320.0000, 5.7944467853, 1.94860, 1.92059
 3328.0000, 5.7471498026, 1.93802, 1.90902
 3336.0000, 5.6980160890, 1.92708, 1.89712
 3344.0000, 5.6470140781, 1.91580, 1.88489
 3352.0000, 5.5941111247, 1.90417, 1.87233
 3360.0000, 5.5392734498, 1.89219, 1.85945
 3368.0000, 5.4824660819, 1.87985, 1.84623
 3376.0000, 5.4236527953, 1.86716, 1.83270
 3384.0000, 5.3627960436, 1.85413, 1.81883
 3392.0000, 5.2998568898, 1.84074, 1.80465
 3400.0000, 5.2347949313, 1.82701, 1.79014
 3408.0000, 5.1675682196, 1.81292, 1.77531
 3416.0000, 5.0981331757, 1.79848, 1.76016
 3424.0000, 5.0264444983, 1.78370, 1.74469
 3432.0000, 4.9524550669, 1.76857, 1.72891
 3440.0000, 4.8761158370, 1.75310, 1.71281
 3448.0000, 4.7973757286, 1.73728, 1.69640
 3456.0000, 4.7161815061, 1.72111, 1.67968
 3464.0000, 4.6324776497, 1.70461, 1.66265
 3472.0000, 4.5462062164, 1.68776, 1.64531
 3480.0000, 4.4573066918, 1.67057, 1.62767
 3488.0000, 4.3657158289, 1.65305, 1.60972
 3496.0000, 4.2713674753, 1.63519, 1.59147
 3504.0000, 4.1741923861, 1.61700, 1.57293
 3512.0000, 4.0741180216, 1.59848, 1.55409
 3520.0000, 3.9710683286, 1.57962, 1.53496
 3528.0000, 3.8649635031, 1.56044, 1.51554
 3536.0000, 3.7557197326, 1.54094, 1.49583
 3544.0000, 3.6432489164, 1.52112, 1.47584
 3552.0000, 3.5274583607, 1.50097, 1.45557
 3560.0000, 3.4082504465, 1.48051, 1.43501
 3568.0000, 3.2855222670, 1.45974, 1.41419
 3576.0000, 3.1591652311, 1.43866, 1.39309
 3584.0000, 3.0290646290, 1.41727, 1.37173
 3592.0000, 2.8950991555, 1.39558, 1.35010
 3600.0000, 2.7571403868, 1.37359, 1.32821
 3608.0000, 2.6150522037, 1.35130, 1.30606
 3616.0000, 2.4686901552, 1.32872, 1.28366
 3624.0000, 2.3179007558, 1.30586, 1.26100
 3632.0000, 2.1625207068, 1.28270, 1.23811
 3640.0000, 2.0023760319, 1.25927, 1.21497
 3648.0000, 1.8372811158, 1.23556, 1.19159
 3656.0000, 1.6670376321, 1.21158, 1.16798
 3664.0000, 1.4914333453, 1.18733, 1.14413
 3672.0000, 1.3102407682, 1.16282, 1.12007
 3680.0000, 1.1232156533, 1.13805, 1.09578
 3688.0000, 0.9300952934, 1.11302, 1.07127
 3696.0000, 0.7305966016, 1.08775, 1.04656
 3704.0000, 0.5244139345, 1.06224, 1.02163
 3712.0000, 0.3112166180, 1.03648, 0.99650
 3720.0000, 0.0906461236, 1.01049, 0.97118
 3728.0000, -0.1376871643, 0.98427, 0.94566
 3736.0000, -0.3742076639, 0.95783, 0.91995
 3744.0000, -0.6193788832, 0.93117, 0.89405
 3752.0000, -0.8737083885, 0.90430, 0.86798
 3760.0000, -1.1377535874, 0.87723, 0.84173
 3768.0000, -1.4121284928, 0.84995, 0.81532
 3776.0000, -1.6975116746, 0.82248, 0.78874
 3784.0000, -1.9946556570, 0.79482, 0.76200
 3792.0000, -2.3043980913, 0.76697, 0.73511
 3800.0000, -2.6276751203, 0.73895, 0.70807
 3808.0000, -2.9655374726, 0.71076, 0.68088
 3816.0000, -3.3191699839, 0.68240, 0.65356
 3824.0000, -3.6899154601, 0.65389, 0.62611
 3832.0000, -4.0793040959, 0.62522, 0.59852
 3840.0000, -4.4890900761, 0.59641, 0.57082
 3848.0000, -4.9212975728, 0.56746, 0.54300
 3856.0000, -5.3782791905, 0.53838, 0.51508
 3864.0000, -5.8627911343, 0.50917, 0.48704
 3872.0000, -6.3780911923, 0.47984, 0.45891
 3880.0000, -6.9280683832, 0.45040, 0.43068
 3888.0000, -7.5174174012, 0.42085, 0.40237
 3896.0000, -8.1518778217, 0.39121, 0.37397
 3904.0000, -8.8385692490, 0.36147, 0.34550
 3912.0000, -9.5864726388, 0.33165, 0.31696
 3920.0000, -10.4071416797, 0.30175, 0.28835
 3928.0000, -11.3157902645, 0.27178, 0.25968
 3936.0000, -12.3330231680, 0.24174, 0.23096
 3944.0000, -13.4877284622, 0.21165, 0.20220
 3952.0000, -14.8222147032, 0.18151, 0.17339
 3960.0000, -16.4020743344, 0.15132, 0.14454
 3968.0000, -18.3371937089, 0.12110, 0.11567
 3976.0000, -20.8335720757, 0.09085, 0.08677
 3984.0000, -24.3536855026, 0.06058, 0.05786
 3992.0000, -30.3732583374, 0.03029, 0.02893
 4000.0000, -304.6109602261, 0.00000, 0.00000

Magnitude at band edges

    0.0743 9.99998E-01
    0.1372 1.00000E+00
    0.0743 9.99998E-01
    0.1372 1.00000E+00
    0.2743 1.30017E+00
    0.3829 2.11002E+00
    0.2743 1.30017E+00
    0.3829 2.11002E+00
Baud rate 2800, low carrier filter 1, 2dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
    0.0000, 0.1601575148, 1.01861, 0.99657
    8.0000, 0.1602090271, 1.01862, 0.99658
   16.0000, 0.1603635679, 1.01863, 0.99662
   24.0000, 0.1606211480, 1.01866, 0.99669
   32.0000, 0.1609817859, 1.01871, 0.99679
   40.0000, 0.1614455061, 1.01876, 0.99691
   48.0000, 0.1620123394, 1.01883, 0.99706
   56.0000, 0.1626823217, 1.01891, 0.99724
   64.0000, 0.1634554929, 1.01900, 0.99744
   72.0000, 0.1643318960, 1.01910, 0.99768
   80.0000, 0.1653115753, 1.01921, 0.99793
   88.0000, 0.1663945754, 1.01934, 0.99822
   96.0000, 0.1675809392, 1.01948, 0.99853
  104.0000, 0.1688707061, 1.01963, 0.99887
  112.0000, 0.1702639100, 1.01980, 0.99924
  120.0000, 0.1717605775, 1.01997, 0.99963
  128.0000, 0.1733607251, 1.02016, 1.00004
  136.0000, 0.1750643574, 1.02036, 1.00048
  144.0000, 0.1768714642, 1.02057, 1.00095
  152.0000, 0.1787820182, 1.02080, 1.00145
  160.0000, 0.1807959723, 1.02103, 1.00196
  168.0000, 0.1829132567, 1.02128, 1.00251
  176.0000, 0.1851337763, 1.02154, 1.00307
  184.0000, 0.1874574077, 1.02182, 1.00367
  192.0000, 0.1898839964, 1.02210, 1.00428
  200.0000, 0.1924133538, 1.02240, 1.00492
  208.0000, 0.1950452542, 1.02271, 1.00558
  216.0000, 0.1977794319, 1.02303, 1.00627
  224.0000, 0.2006155783, 1.02337, 1.00698
  232.0000, 0.2035533388, 1.02371, 1.00771
  240.0000, 0.2065923103, 1.02407, 1.00846
  248.0000, 0.2097320375, 1.02444, 1.00923
  256.0000, 0.2129720111, 1.02482, 1.01003
  264.0000, 0.2163116645, 1.02522, 1.01085
  272.0000, 0.2197503711, 1.02562, 1.01168
  280.0000, 0.2232874420, 1.02604, 1.01254
  288.0000, 0.2269221236, 1.02647, 1.01342
  296.0000, 0.2306535948, 1.02691, 1.01431
  304.0000, 0.2344809653, 1.02736, 1.01523
  312.0000, 0.2384032736, 1.02783, 1.01616
  320.0000, 0.2424194847, 1.02830, 1.01711
  328.0000, 0.2465284884, 1.02879, 1.01808
  336.0000, 0.2507290981, 1.02929, 1.01906
  344.0000, 0.2550200492, 1.02980, 1.02006
  352.0000, 0.2593999980, 1.03031, 1.02108
  360.0000, 0.2638675206, 1.03085, 1.02211
  368.0000, 0.2684211122, 1.03139, 1.02316
  376.0000, 0.2730591865, 1.03194, 1.02422
  384.0000, 0.2777800757, 1.03250, 1.02530
  392.0000, 0.2825820298, 1.03307, 1.02639
  400.0000, 0.2874632174, 1.03365, 1.02749
  408.0000, 0.2924217256, 1.03424, 1.02861
  416.0000, 0.2974555607, 1.03484, 1.02973
  424.0000, 0.3025626494, 1.03545, 1.03087
  432.0000, 0.3077408396, 1.03607, 1.03202
  440.0000, 0.3129879019, 1.03669, 1.03318
  448.0000, 0.3183015311, 1.03733, 1.03435
  456.0000, 0.3236793483, 1.03797, 1.03553
  464.0000, 0.3291189029, 1.03862, 1.03672
  472.0000, 0.3346176750, 1.03928, 1.03792
  480.0000, 0.3401730779, 1.03994, 1.03912
  488.0000, 0.3457824613, 1.04061, 1.04033
  496.0000, 0.3514431142, 1.04129, 1.04155
  504.0000, 0.3571522681, 1.04198, 1.04277
  512.0000, 0.3629071009, 1.04267, 1.04400
  520.0000, 0.3687047406, 1.04336, 1.04523
  528.0000, 0.3745422691, 1.04406, 1.04647
  536.0000, 0.3804167269, 1.04477, 1.04771
  544.0000, 0.3863251171, 1.04548, 1.04896
  552.0000, 0.3922644102, 1.04620, 1.05021
  560.0000, 0.3982315489, 1.04692, 1.05146
  568.0000, 0.4042234531, 1.04764, 1.05271
  576.0000, 0.4102370252, 1.04836, 1.05396
  584.0000, 0.4162691551, 1.04909, 1.05521
  592.0000, 0.4223167258, 1.04982, 1.05646
  600.0000, 0.4283766191, 1.05056, 1.05771
  608.0000, 0.4344457211, 1.05129, 1.05896
  616.0000, 0.4405209281, 1.05202, 1.06021
  624.0000, 0.4465991524, 1.05276, 1.06146
  632.0000, 0.4526773283, 1.05350, 1.06270
  640.0000, 0.4587524182, 1.05424, 1.06394
  648.0000, 0.4648214185, 1.05497, 1.06518
  656.0000, 0.4708813659, 1.05571, 1.06641
  664.0000, 0.4769293434, 1.05644, 1.06764
  672.0000, 0.4829624863, 1.05718, 1.06886
  680.0000, 0.4889779886, 1.05791, 1.07008
  688.0000, 0.4949731089, 1.05864, 1.07129
  696.0000, 0.5009451766, 1.05937, 1.07249
  704.0000, 0.5068915975, 1.06009, 1.07368
  712.0000, 0.5128098601, 1.06082, 1.07487
  720.0000, 0.5186975416, 1.06154, 1.07605
  728.0000, 0.5245523129, 1.06225, 1.07722
  736.0000, 0.5303719448, 1.06296, 1.07838
  744.0000, 0.5361543136, 1.06367, 1.07954
  752.0000, 0.5418974058, 1.06438, 1.08068
  760.0000, 0.5475993238, 1.06507, 1.08181
  768.0000, 0.5532582907, 1.06577, 1.08293
  776.0000, 0.5588726551, 1.06646, 1.08404
  784.0000, 0.5644408957, 1.06714, 1.08514
  792.0000, 0.5699616259, 1.06782, 1.08622
  800.0000, 0.5754335974, 1.06849, 1.08729
  808.0000, 0.5808557049, 1.06916, 1.08835
  816.0000, 0.5862269890, 1.06982, 1.08940
  824.0000, 0.5915466402, 1.07048, 1.09044
  832.0000, 0.5968140014, 1.07113, 1.09145
  840.0000, 0.6020285715, 1.07177, 1.09246
  848.0000, 0.6071900070, 1.07241, 1.09345
  856.0000, 0.6122981252, 1.07304, 1.09443
  864.0000, 0.6173529050, 1.07366, 1.09539
  872.0000, 0.6223544897, 1.07428, 1.09634
  880.0000, 0.6273031869, 1.07489, 1.09727
  888.0000, 0.6321994707, 1.07550, 1.09818
  896.0000, 0.6370439810, 1.07610, 1.09908
  904.0000, 0.6418375248, 1.07669, 1.09996
  912.0000, 0.6465810749, 1.07728, 1.10083
  920.0000, 0.6512757704, 1.07786, 1.10168
  928.0000, 0.6559229149, 1.07844, 1.10251
  936.0000, 0.6605239756, 1.07901, 1.10333
  944.0000, 0.6650805818, 1.07958, 1.10413
  952.0000, 0.6695945221, 1.08014, 1.10491
  960.0000, 0.6740677428, 1.08070, 1.10567
  968.0000, 0.6785023443, 1.08125, 1.10642
  976.0000, 0.6829005784, 1.08180, 1.10715
  984.0000, 0.6872648445, 1.08234, 1.10786
  992.0000, 0.6915976853, 1.08288, 1.10855
 1000.0000, 0.6959017830, 1.08342, 1.10923
 1008.0000, 0.7001799539, 1.08395, 1.10988
 1016.0000, 0.7044351440, 1.08448, 1.11052
 1024.0000, 0.7086704226, 1.08501, 1.11115
 1032.0000, 0.7128889774, 1.08554, 1.11175
 1040.0000, 0.7170941076, 1.08606, 1.11233
 1048.0000, 0.7212892176, 1.08659, 1.11290
 1056.0000, 0.7254778101, 1.08711, 1.11345
 1064.0000, 0.7296634791, 1.08763, 1.11398
 1072.0000, 0.7338499018, 1.08816, 1.11450
 1080.0000, 0.7380408317, 1.08868, 1.11499
 1088.0000, 0.7422400897, 1.08921, 1.11547
 1096.0000, 0.7464515559, 1.08974, 1.11593
 1104.0000, 0.7506791613, 1.09027, 1.11638
 1112.0000, 0.7549268788, 1.09080, 1.11681
 1120.0000, 0.7591987139, 1.09134, 1.11722
 1128.0000, 0.7634986957, 1.09188, 1.11761
 1136.0000, 0.7678308671, 1.09242, 1.11798
 1144.0000, 0.7721992757, 1.09297, 1.11834
 1152.0000, 0.7766079633, 1.09353, 1.11869
 1160.0000, 0.7810609567, 1.09409, 1.11902
 1168.0000, 0.7855622573, 1.09466, 1.11933
 1176.0000, 0.7901158309, 1.09523, 1.11962
 1184.0000, 0.7947255982, 1.09581, 1.11990
 1192.0000, 0.7993954237, 1.09640, 1.12017
 1200.0000, 0.8041291064, 1.09700, 1.12042
 1208.0000, 0.8089303691, 1.09761, 1.12066
 1216.0000, 0.8138028486, 1.09822, 1.12088
 1224.0000, 0.8187500855, 1.09885, 1.12109
 1232.0000, 0.8237755142, 1.09948, 1.12128
 1240.0000, 0.8288824532, 1.10013, 1.12146
 1248.0000, 0.8340740957, 1.10079, 1.12163
 1256.0000, 0.8393534994, 1.10146, 1.12179
 1264.0000, 0.8447235779, 1.10214, 1.12193
 1272.0000, 0.8501870915, 1.10283, 1.12206
 1280.0000, 0.8557466378, 1.10354, 1.12218
 1288.0000, 0.8614046441, 1.10426, 1.12229
 1296.0000, 0.8671633586, 1.10499, 1.12239
 1304.0000, 0.8730248423, 1.10574, 1.12248
 1312.0000, 0.8789909623, 1.10650, 1.12256
 1320.0000, 0.8850633837, 1.10727, 1.12263
 1328.0000, 0.8912435634, 1.10806, 1.12270
 1336.0000, 0.8975327436, 1.10886, 1.12275
 1344.0000, 0.9039319457, 1.10968, 1.12280
 1352.0000, 0.9104419653, 1.11051, 1.12284
 1360.0000, 0.9170633668, 1.11136, 1.12287
 1368.0000, 0.9237964791, 1.11222, 1.12289
 1376.0000, 0.9306413918, 1.11309, 1.12292
 1384.0000, 0.9375979513, 1.11399, 1.12293
 1392.0000, 0.9446657586, 1.11489, 1.12294
 1400.0000, 0.9518441662, 1.11582, 1.12295
 1408.0000, 0.9591322770, 1.11675, 1.12295
 1416.0000, 0.9665289428, 1.11770, 1.12295
 1424.0000, 0.9740327635, 1.11867, 1.12295
 1432.0000, 0.9816420874, 1.11965, 1.12294
 1440.0000, 0.9893550117, 1.12064, 1.12294
 1448.0000, 0.9971693835, 1.12165, 1.12293
 1456.0000, 1.0050828017, 1.12268, 1.12292
 1464.0000, 1.0130926191, 1.12371, 1.12292
 1472.0000, 1.0211959459, 1.12476, 1.12291
 1480.0000, 1.0293896524, 1.12582, 1.12291
 1488.0000, 1.0376703738, 1.12690, 1.12290
 1496.0000, 1.0460345147, 1.12798, 1.12290
 1504.0000, 1.0544782542, 1.12908, 1.12291
 1512.0000, 1.0629975517, 1.13019, 1.12292
 1520.0000, 1.0715881536, 1.13130, 1.12293
 1528.0000, 1.0802455997, 1.13243, 1.12294
 1536.0000, 1.0889652310, 1.13357, 1.12296
 1544.0000, 1.0977421976, 1.13472, 1.12299
 1552.0000, 1.1065714667, 1.13587, 1.12303
 1560.0000, 1.1154478318, 1.13703, 1.12307
 1568.0000, 1.1243659223, 1.13820, 1.12312
 1576.0000, 1.1333202123, 1.13937, 1.12318
 1584.0000, 1.1423050319, 1.14055, 1.12324
 1592.0000, 1.1513145770, 1.14174, 1.12332
 1600.0000, 1.1603429203, 1.14292, 1.12341
 1608.0000, 1.1693840228, 1.14411, 1.12351
 1616.0000, 1.1784317451, 1.14531, 1.12361
 1624.0000, 1.1874798594, 1.14650, 1.12373
 1632.0000, 1.1965220616, 1.14769, 1.12387
 1640.0000, 1.2055519836, 1.14889, 1.12401
 1648.0000, 1.2145632058, 1.15008, 1.12417
 1656.0000, 1.2235492701, 1.15127, 1.12435
 1664.0000, 1.2325036925, 1.15246, 1.12453
 1672.0000, 1.2414199763, 1.15364, 1.12474
 1680.0000, 1.2502916253, 1.15482, 1.12495
 1688.0000, 1.2591121571, 1.15599, 1.12519
